Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Dover Corporation,39.40903091430664,43.82654571533203,49.53110122680664,69.35379791259766,61.98707580566406,55.864295959472656,70.47657775878906,87.25,101.37999725341795,123.43000030517578,178.6300048828125,3.9836928530394062,4.862445895388239,3.190005998474926,4.736302719916492,4.959497664501032
Dover Corporation,39.61013412475586,47.526798248291016,65.77544403076172,58.9579963684082,53.852989196777344,64.79805755615234,82.66000366210938,97.0500030517578,113.9000015258789,175.89999389648438,135.8800048828125,3.1686070601140814,4.846216730058469,3.3624533526207356,4.6429091543482155,4.883355302609628
Dover Corporation,45.073368072509766,57.273475646972656,57.64943313598633,54.90306854248047,66.4701156616211,72.91999816894531,89.9000015258789,111.51000213623048,165.11000061035156,140.30999755859375,154.63999938964844,2.8993349383216764,4.181547206943901,4.859048162435004,3.4059090077835696,2.6962170312072495
Honeywell International Inc.,50.98620223999024,57.0973014831543,70.44447326660156,88.83496856689453,100.46607971191406,111.06755065917967,133.1861114501953,156.2847442626953,167.52000427246094,204.5800018310547,206.42999267578125,3.2904696896767414,4.815413183921748,2.6228057827273314,4.501298263343726,4.564611838686952
Honeywell International Inc.,52.988277435302734,67.08861541748047,89.04471588134766,97.79664611816406,109.37055206298828,127.751708984375,148.5308837890625,169.61000061035156,172.61000061035156,218.13999938964844,214.88999938964844,4.073650078114346,4.373523028490585,4.64406623650456,3.0546032130506084,2.9335462553999623
Honeywell International Inc.,61.73067855834961,88.81590270996094,97.98731994628906,110.4001922607422,128.19259643554688,138.7930450439453,162.00999450683594,165.75,220.72000122070312,216.5599975585937,208.0399932861328,4.465034334534994,4.328982934046585,3.425564212189946,4.204011572070254,3.315752485667666
"Builders FirstSource, Inc.",1.9800000190734863,3.0799999237060547,5.920000076293945,8.569999694824219,12.59000015258789,11.5600004196167,16.709999084472656,16.809999465942383,22.729999542236328,36.77999877929688,84.30999755859375,4.021887762243308,2.983918806741041,4.761622973714591,3.3319423522907163,3.479673327698752
"Builders FirstSource, Inc.",2.059999942779541,5.800000190734863,8.1899995803833,12.850000381469728,11.880000114440918,15.31999969482422,17.75,19.76000022888184,34.18000030517578,71.80000305175781,65.1500015258789,3.545714715166486,4.026522438023495,2.816831547308813,4.204547043201629,2.953794224768872
"Builders FirstSource, Inc.",5.789999961853027,7.670000076293945,5.949999809265137,12.020000457763672,13.8100004196167,18.34000015258789,18.89999961853028,30.920000076293945,57.06999969482422,59.880001068115234,168.63999938964844,2.770600290601658,3.8819704438504923,4.920706430749435,4.942072143237245,3.445336521805779
CSX Corporation,7.267777919769287,7.426667213439941,7.980000019073486,9.393333435058594,11.699999809265137,8.736666679382324,16.540000915527344,24.703332901000977,23.26000022888184,30.68666648864746,37.18999862670898,2.7091482746108873,4.570650290215557,3.2608900378655648,4.568699159673788,2.6513270183625064
CSX Corporation,7.346666812896728,7.239999771118164,9.543333053588867,11.630000114440918,8.609999656677246,18.18666648864746,24.049999237060547,23.56333351135254,27.01000022888184,36.04999923706055,31.239999771118164,3.7419046118381702,3.954315580269826,3.7077540611732442,2.7380788051336626,4.410555579154348
CSX Corporation,6.72333288192749,9.083333015441896,11.553333282470703,8.803333282470703,17.93000030517578,21.420000076293945,21.703332901000977,25.553333282470703,34.15999984741211,31.290000915527344,34.95000076293945,4.792843752614427,4.387828854089933,3.268175088816739,2.8449092361276622,3.509730476666527
Hubbell Incorporated,60.369998931884766,75.22000122070312,96.44000244140624,117.5,109.75,105.5500030517578,119.02999877929688,131.88999938964844,134.24000549316406,160.35000610351562,208.3999938964844,2.8275253281307897,4.421683234785114,4.532817287017169,2.8344936057355348,2.889149483799173
Hubbell Incorporated,67.80000305175781,92.58999633789062,119.2300033569336,110.37999725341795,106.26000213623048,113.16999816894533,118.79000091552734,135.50999450683594,144.3300018310547,208.5,236.92999267578125,3.9603508396615883,2.7139165522797684,4.05073857581726,3.222829914724356,4.232519704129494
Hubbell Incorporated,86.66000366210938,118.37000274658205,109.62000274658205,108.58999633789062,116.95999908447266,106.12000274658205,123.69000244140624,141.36000061035156,188.3000030517578,253.7899932861328,328.8900146484375,4.403549692553749,3.548781131363744,4.736436455387639,4.638585916673399,3.303125169468659
"Waste Management, Inc.",36.59999847412109,35.18000030517578,37.47999954223633,41.86000061035156,49.84000015258789,66.47000122070312,75.38999938964844,92.33999633789062,116.27999877929688,120.11000061035156,163.7899932861328,4.301353600312163,4.407630233830955,2.9323709711495303,2.709182809370217,4.819855699397795
