Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Bunge Global SA,65.43000030517578,62.9900016784668,75.37999725341797,79.98999786376953,91.44000244140624,58.560001373291016,77.26000213623047,63.2599983215332,55.04999923706055,59.93000030517578,91.05999755859376,3.4207161839208378,3.989823740019744,3.5895120745845497,3.957384779355671,3.5627984620160205
Bunge Global SA,58.7400016784668,72.12000274658203,78.5,84.91999816894531,65.5199966430664,74.5999984741211,66.2300033569336,56.9900016784668,54.209999084472656,94.20999908447266,100.58000183105467,4.623838639559327,4.584416061588864,4.258828759038895,4.389365412810487,3.898746290016197
Bunge Global SA,73.91000366210938,75.19000244140625,79.52999877929688,59.18999862670898,83.22000122070312,69.33000183105469,55.29999923706055,45.84999847412109,85.62000274658203,101.27999877929688,102.48999786376952,3.6048687671569644,4.710521254327494,2.633060824957896,4.4240096600158365,4.127645004700976
Keurig Dr Pepper Inc.,35.5,38.130001068115234,44.34999847412109,52.54999923706055,77.37000274658203,95.6500015258789,91.05999755859376,23.18000030517578,27.600000381469727,29.82999992370605,36.11000061035156,3.411602708077674,4.468901141491153,2.554169682715888,3.727817138608523,2.8396822687378767
Keurig Dr Pepper Inc.,38.34000015258789,45.97999954223633,52.720001220703125,77.79000091552734,91.7699966430664,91.11000061035156,23.93000030517578,27.15999984741211,29.440000534057617,35.86000061035156,36.09999847412109,4.679520292426209,4.249841766069131,3.9523442347693787,3.0777741112926957,4.721828337567636
Keurig Dr Pepper Inc.,45.59999847412109,48.88999938964844,77.2699966430664,89.58999633789062,93.3000030517578,123.68000030517578,27.950000762939453,29.520000457763672,35.310001373291016,38.0,33.04999923706055,3.403571253023695,4.795717549123354,2.672117476895986,3.24945361834805,3.83713670088665
Philip Morris International Inc.,58.66999816894531,80.05999755859375,90.36000061035156,83.5,84.22000122070312,101.27999877929688,115.86000061035156,77.44999694824219,79.8499984741211,76.62999725341797,93.54000091552734,2.9379297356178915,4.873633420562039,4.286941068299418,4.202900847587708,3.9271527912887265
Philip Morris International Inc.,78.58999633789062,89.81999969482422,80.27999877929688,84.9800033569336,99.0500030517578,117.4499969482422,86.1500015258789,74.5,79.13999938964844,89.77999877929688,102.68000030517578,3.333282643369464,4.950042127025682,4.832397577817366,4.325561485860836,3.5356317550892666
Philip Morris International Inc.,86.73999786376953,80.25,77.88999938964844,99.27999877929688,119.4800033569336,80.23999786376953,80.26000213623047,80.47000122070312,98.37000274658205,96.9000015258789,93.25,4.686702022751014,3.676543636050914,4.531391099282367,2.7826948977233497,4.8218333798857085
"Dollar Tree, Inc.",27.3700008392334,43.45000076293945,44.90999984741211,50.66999816894531,76.33999633789062,93.77999877929688,75.52999877929688,83.80000305175781,117.37000274658205,97.61000061035156,138.47000122070312,4.947850390234023,2.87573998624635,3.3692580969466057,3.797850663256913,3.3867352868497633
"Dollar Tree, Inc.",41.21500015258789,39.400001525878906,53.68000030517578,79.70999908447266,78.36000061035156,69.91999816894531,90.79000091552734,109.93000030517578,96.54000091552734,132.55999755859375,142.1699981689453,4.032497703090563,2.6000620621847017,3.3695027341287274,3.1129514413634922,4.152866607395939
"Dollar Tree, Inc.",39.900001525878906,51.38999938964844,83.70999908447266,82.72000122070312,78.80000305175781,84.02999877929688,92.86000061035156,91.80999755859376,99.2699966430664,165.24000549316406,140.00999450683594,4.459023903159718,3.0026549665165865,3.1811373032720174,3.2154125277945145,4.2957330141925905
"Conagra Brands, Inc.",17.618677139282227,20.778209686279297,27.26070022583008,24.29571914672852,30.11673164367676,37.65758895874024,34.16999816894531,36.95000076293945,27.38999938964844,35.70000076293945,33.41999816894531,3.1105504530107524,3.4039450354856515,3.360912426769893,2.825897922477435,2.6014690734869856
"Conagra Brands, Inc.",20.45914459228516,25.898832321166992,23.003890991210938,29.299610137939453,34.80155563354492,35.7599983215332,37.459999084472656,29.450000762939453,37.790000915527344,31.3700008392334,39.02000045776367,4.716716796729808,4.0577180398472406,3.8125832833232485,3.2041987425719456,4.609439360956495
"Conagra Brands, Inc.",23.41634178161621,24.007781982421875,26.793773651123047,35.24513626098633,38.81999969482422,35.029998779296875,28.0,35.810001373291016,33.25,36.400001525878906,28.549999237060547,4.399864993020332,4.206221760910428,3.901737367277979,4.78992051946081,4.008541757724864
