Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Celanese Corporation,41.70000076293945,51.38999938964844,46.040000915527344,58.119998931884766,68.29000091552734,66.05000305175781,98.77999877929688,114.86000061035156,121.95999908447266,134.38999938964844,163.8300018310547,3.1807202686984537,2.759385735617294,2.578321597623789,3.311678853598993,3.989227581486947
Celanese Corporation,45.970001220703125,48.5,54.25,66.54000091552734,71.69000244140625,94.94000244140624,116.5999984741211,123.31999969482422,119.5,166.0,103.75,4.432655008522981,4.138270405282547,4.874867439183282,4.396261858331439,4.176503815590092
Celanese Corporation,46.5,51.209999084472656,55.52999877929688,69.73999786376953,87.30999755859375,111.41000366210938,103.19000244140624,106.44000244140624,164.75,99.56999969482422,157.60000610351562,2.696741889717117,4.030599107299761,4.603261387748439,4.122060383801021,4.0789253824311364
"DuPont de Nemours, Inc.",49.44438934326172,48.98894500732422,47.3521842956543,69.3843994140625,72.87141418457031,70.50878143310547,90.91847229003906,99.74274444580078,66.2300033569336,63.59000015258789,79.80999755859375,3.940740981015174,4.607474421797048,4.988067872423355,4.145352947715054,4.761371397599467
"DuPont de Nemours, Inc.",42.39920425415039,45.82928466796875,69.74021911621094,71.29158020019531,75.23403930664062,89.765625,96.44075775146484,71.4000015258789,59.27999877929688,79.22000122070312,68.77999877929688,3.176016548981873,3.9933641890263822,4.743320149441751,4.2891917772518156,2.880059795520797
"DuPont de Nemours, Inc.",47.03906631469727,64.9011001586914,66.9363784790039,75.50446319580078,86.3213119506836,93.60845184326172,66.05999755859375,57.93000030517578,72.06999969482422,69.7699966430664,76.51000213623047,4.36591187465151,3.499748089394293,3.6640645706186135,4.91030248744036,2.891869263913679
Linde plc,94.55999755859376,108.2300033569336,112.98999786376952,132.88999938964844,121.52999877929688,113.38999938964844,130.22000122070312,157.0800018310547,196.63999938964844,252.13999938964844,343.4200134277344,2.6905650586070022,2.821613644211668,2.518001923215149,2.6857633120160713,3.60671311020921
Linde plc,107.8499984741211,110.43000030517578,132.4199981689453,122.0,111.62999725341795,132.5500030517578,157.9600067138672,185.72000122070312,229.6000061035156,329.739990234375,328.95001220703125,4.862491500297313,4.475392000052103,3.941537321613061,3.475120579106725,2.6192258706378957
Linde plc,112.58000183105467,127.05999755859376,124.23999786376952,118.81999969482422,131.92999267578125,158.27999877929688,190.6300048828125,251.1499938964844,308.239990234375,334.3699951171875,409.9299926757813,4.514996184158229,3.360189519761639,4.265047601521146,2.55969791513859,2.6457424442483353
"Steel Dynamics, Inc.",18.40999984741211,16.049999237060547,15.369999885559082,18.229999542236328,21.88999938964844,24.8799991607666,35.84000015258789,46.18999862670898,28.709999084472656,36.2599983215332,62.7400016784668,4.5115947182846865,2.9801950253672613,4.727405247865924,4.4995977688923166,2.600624382820886
"Steel Dynamics, Inc.",14.029999732971191,15.65999984741211,16.68000030517578,20.8799991607666,24.600000381469727,35.810001373291016,44.369998931884766,30.780000686645508,33.38999938964844,67.02999877929688,102.9000015258789,4.788480265264808,3.921229129650101,3.6821296206866094,4.33725863716087,2.6167232059735315
"Steel Dynamics, Inc.",14.279999732971191,16.329999923706055,18.299999237060547,24.549999237060547,34.439998626708984,46.15999984741211,28.8700008392334,29.34000015258789,61.880001068115234,103.0199966430664,121.25,3.1471429486136833,4.868304107844218,4.338483003867874,2.688445565189571,2.9616883123539113
The Sherwin-Williams Company,27.906667709350582,33.16666793823242,56.630001068115234,65.91999816894531,96.58000183105467,97.93333435058594,111.4633331298828,156.47666931152344,186.8466644287109,244.7100067138672,345.54998779296875,2.7255879201925253,4.2824529251790375,4.7296744475209795,4.170466238169022,2.5079975352708916
The Sherwin-Williams Company,30.33333206176757,54.29666519165039,68.07333374023438,93.97000122070312,97.08333587646484,116.98666381835938,148.14332580566406,173.91000366210938,229.3333282470703,329.8099975585937,239.4199981689453,3.396835371603261,3.516120512718498,4.123645576160204,4.889187836854492,3.076131479352018
The Sherwin-Williams Company,52.22666549682617,60.85333251953125,96.04666900634766,99.43333435058594,111.36333465576172,135.586669921875,165.1199951171875,231.47666931152344,296.3900146484375,239.259994506836,312.6700134277344,2.54856897147479,3.1885412815844654,3.0387207845946036,3.0617928285681035,3.487104458435023
"Air Products and Chemicals, Inc.",82.5069351196289,84.22756958007812,82.25717163085938,108.74190521240234,136.4847412109375,130.3792724609375,147.3000030517578,166.63999938964844,214.3699951171875,275.260009765625,302.2200012207031,3.4202539215701897,3.1495656617178116,4.832136078868411,3.651225979529224,2.801991585926552
