Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Jabil Inc.,20.799999237060547,24.8700008392334,19.32999992370605,17.530000686645508,24.65999984741211,18.6200008392334,31.030000686645508,29.489999771118164,36.40999984741211,38.380001068115234,71.30000305175781,4.037751154792517,3.763079180040014,4.325915136149508,3.548898630961618,3.0111916099875025
Jabil Inc.,20.11000061035156,19.3700008392334,18.0,23.34000015258789,18.5,29.190000534057617,28.40999984741211,31.63999938964844,36.22999954223633,62.25,68.94999694824219,4.588629978941239,2.8280570384509733,2.6968857600712552,2.649333345831545,4.826477955555422
Jabil Inc.,19.600000381469727,18.010000228881836,22.21999931335449,18.059999465942383,29.86000061035156,27.64999961853028,27.88999938964844,31.26000022888184,62.36000061035156,69.22000122070312,128.4499969482422,3.991601106248678,4.568349197229857,4.000849838421418,3.8080579708121336,2.7179975819928592
"Paychex, Inc.",30.75,31.68000030517578,33.790000915527344,40.84000015258789,49.720001220703125,59.43999862670898,55.93999862670898,74.55000305175781,84.7300033569336,91.97000122070312,135.63999938964844,4.3556640703033995,4.346764496672305,4.455071987049011,2.5725801829881574,4.825306002908173
"Paychex, Inc.",30.43000030517578,33.220001220703125,42.2400016784668,48.97999954223633,53.66999816894531,56.93999862670898,70.4000015258789,80.73999786376953,83.27999877929688,124.37999725341795,115.12999725341795,4.4847075821394125,3.8918600957508556,3.142104620885581,4.278281181916707,4.087680001469272
"Paychex, Inc.",31.850000381469727,40.900001525878906,51.0099983215332,53.560001373291016,59.11000061035156,68.04000091552734,80.87999725341797,75.77999877929688,119.1500015258789,121.5500030517578,120.18000030517578,2.7394373380983637,3.8815125487847633,2.8072864129900164,3.5650727640078115,4.357536015910268
KLA Corporation,38.47999954223633,50.77000045776367,51.72999954223633,66.4000015258789,59.97999954223633,72.5,92.01000213623048,105.62000274658205,161.50999450683594,250.2400054931641,440.1700134277344,3.7926585077271593,3.657898442582681,2.651521015047148,3.8285251704140624,2.5320937175462097
KLA Corporation,47.459999084472656,56.790000915527344,67.77999877929688,58.560001373291016,71.7300033569336,91.51000213623048,118.2699966430664,148.75,213.08999633789065,407.8999938964844,371.1000061035156,3.3028254416053846,3.1182134051670833,4.808091294423425,4.647445944958232,4.952523057842832
KLA Corporation,49.56999969482422,62.2400016784668,61.91999816894531,73.12000274658203,104.8499984741211,103.8000030517578,126.45999908447266,174.4600067138672,329.1000061035156,372.1099853515625,591.3699951171875,3.4964748433708785,4.33494338956884,3.4479493039708693,3.208868601852967,2.9097227424645005
"Advanced Micro Devices, Inc.",8.770000457763672,7.239999771118164,2.650000095367432,4.119999885559082,2.2799999713897705,5.070000171661377,13.43000030517578,30.100000381469727,31.13999938964844,85.30999755859375,154.36000061035156,4.2100044741719795,4.056775496562199,3.154659461382779,4.9694925347559895,4.556056047273389
