Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Electronic Arts Inc.,16.3799991607666,17.8700008392334,18.709999084472656,27.979999542236328,63.86000061035156,75.87000274658203,116.95999908447266,112.29000091552734,96.76000213623048,121.86000061035156,133.0399932861328,4.523531660769365,3.97868521979456,4.733431959745404,3.2603214431710144,3.251742638925092
Electronic Arts Inc.,21.299999237060547,16.8700008392334,30.100000381469727,57.290000915527344,74.94000244140625,105.72000122070312,129.02999877929688,99.5,131.33999633789062,126.27999877929688,120.81999969482422,2.803851746984952,2.702940822137742,3.5184194900136454,3.9421504481160907,4.023281903417525
Electronic Arts Inc.,14.550000190734863,27.200000762939453,55.81999969482422,66.19000244140625,113.83000183105467,143.47999572753906,88.58999633789062,128.6999969482422,134.75,127.86000061035156,137.2899932861328,3.5292104109038362,4.693996935505347,4.2026699961967,4.484483656232429,2.838159564114419
"Match Group, Inc.",8.403768539428711,12.955453872680664,12.304396629333496,19.743003845214844,21.69902992248535,15.539999961853027,18.790000915527344,54.650001525878906,75.80000305175781,138.22999572753906,134.00999450683594,3.5087539802914156,4.453724572335824,3.875007791629373,4.21870620081402,4.070777221063069
"Match Group, Inc.",12.14163303375244,12.527127265930176,21.267847061157227,20.396915435791016,14.25,17.3799991607666,38.40999984741211,75.54000091552734,111.16999816894533,137.00999450683594,39.18000030517578,3.7061136548814995,3.0953220718467307,4.669208783519515,4.4370399032758465,4.40890066411914
"Match Group, Inc.",13.420902252197266,19.12335777282715,19.29183387756348,11.484999656677246,19.440000534057617,39.47999954223633,71.41000366210938,105.55999755859376,160.02000427246094,46.97999954223633,35.380001068115234,3.424111236801681,3.338058697648587,2.7019154827270158,2.9393469454119407,2.510010802337063
AT&T Inc.,22.567975997924805,22.65105628967285,27.303625106811523,27.23564910888672,26.39728164672852,32.83232498168945,29.093656539916992,24.67522621154785,28.55740165710449,21.61631393432617,18.71601104736328,4.952393008704865,3.6769937504438497,3.7569884174458075,2.669424918340429,4.643556999890143
AT&T Inc.,22.945619583129883,26.638973236083984,24.84139060974121,24.79607391357422,29.1691837310791,28.496978759765625,24.25226593017578,28.383686065673828,20.732627868652344,18.65558815002441,18.459999084472656,3.961522215430797,2.8393676877394975,3.110665175719319,3.7028233941451707,4.0469140165910895
AT&T Inc.,26.43504524230957,24.39576911926269,24.969789505004883,29.39576911926269,28.874622344970703,24.327795028686523,25.2945613861084,22.18277931213379,19.41087532043457,18.84000015258789,16.56999969482422,4.238541880228522,4.89639928712605,4.395393773448368,3.1118437072778384,4.4081230939290075
"Warner Bros. Discovery, Inc.",21.17015838623047,23.00459861755371,39.555442810058594,39.57588195800781,33.099998474121094,25.25,24.25,28.51000022888184,27.88999938964844,26.5,24.36000061035156,4.100848694093592,3.2138345141096885,3.79633417286494,4.88938969368456,3.1380128876137374
