Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11
Insulet Corporation,15.760000228881836,19.8799991607666,24.020000457763672,43.060001373291016,28.059999465942383,30.979999542236328,53.880001068115234,108.04000091552734,156.47999572753906,265.8900146484375,272.760009765625
Insulet Corporation,19.059999465942383,22.729999542236328,48.56999969482422,30.799999237060547,30.07999992370605,51.310001373291016,85.69000244140625,146.3699951171875,250.63999938964844,298.8299865722656,292.04998779296875
Insulet Corporation,21.489999771118164,42.310001373291016,35.619998931884766,33.61000061035156,42.70000076293945,86.0,117.93000030517578,212.44000244140625,300.489990234375,290.6000061035156,220.7100067138672
Medtronic plc,37.09999847412109,39.93000030517578,45.11000061035156,58.93999862670898,77.31999969482422,87.02999877929688,84.37000274658203,96.08000183105467,108.51000213623048,110.97000122070312,104.43000030517578
Medtronic plc,38.68999862670898,46.7599983215332,59.220001220703125,77.13999938964844,81.08000183105469,88.75,90.58999633789062,107.4800033569336,107.5199966430664,116.88999938964844,77.63999938964844
Medtronic plc,41.880001068115234,55.59000015258789,77.66999816894531,78.11000061035156,85.58000183105469,86.02999877929688,99.51000213623048,106.66000366210938,127.75,82.29000091552734,82.30000305175781
"The Cooper Companies, Inc.",14.09749984741211,18.479999542236328,26.022499084472656,32.0099983215332,44.79499816894531,44.334999084472656,61.157501220703125,65.93000030517578,73.0625,82.47250366210938,105.00749969482422
"The Cooper Companies, Inc.",17.6924991607666,25.717500686645508,33.41749954223633,45.2599983215332,41.15499877929688,59.85499954223633,64.61000061035156,74.22250366210938,88.3550033569336,100.71749877929688,83.36000061035156
"The Cooper Companies, Inc.",23.790000915527344,30.850000381469727,47.03749847412109,39.36249923706055,54.58000183105469,59.07500076293945,81.41999816894531,79.80000305175781,99.57749938964844,76.79000091552734,94.24250030517578
"Align Technology, Inc.",19.5,26.059999465942383,32.369998931884766,52.25,59.70000076293945,82.54000091552734,174.00999450683594,382.7999877929688,213.9199981689453,476.5799865722656,661.0700073242188
"Align Technology, Inc.",23.950000762939453,32.2400016784668,53.45000076293945,54.209999084472656,79.0,150.1199951171875,369.5499877929688,177.8000030517578,336.6700134277344,669.6799926757812,204.58999633789065
"Align Technology, Inc.",28.39999961853028,55.0099983215332,56.34000015258789,72.9000015258789,141.38999938964844,340.2799987792969,188.3699951171875,323.9200134277344,589.6099853515625,191.6300048828125,274.19000244140625
ResMed Inc.,35.279998779296875,29.920000076293945,43.59000015258789,47.380001068115234,58.09999847412109,63.52999877929688,75.05000305175781,111.33000183105467,131.6300048828125,209.57000732421875,262.07000732421875
ResMed Inc.,25.61000061035156,44.25,43.72999954223633,72.91999816894531,57.720001220703125,77.87000274658203,106.8000030517578,134.36000061035156,179.60000610351562,257.2200012207031,206.88999938964844
